launch_speed,launch_angle,estimated_ba_using_speedangle
96.2,-17,0.149
91.8,-12,0.134
93.9,6,0.523
73.2,26,0.866
102.1,-3,0.391
84,28,0.083
96.3,21,0.303
92.8,32,0.123
90.9,12,0.826
93.2,14,0.96
96.1,-5,0.231
104.6,2,0.497
105.5,7,0.66
106.3,12,0.903
103.5,-9,0.314
97.4,4,0.529
103.2,18,0.48
102.5,-29,0.126
87.3,41,0.003
109.3,-4,0.466
101.7,43,0.143
94.2,34,0.063
97.2,30,0.297
71.3,26,0.971
88,1,0.291
88.9,12,0.829
106.1,9,0.743
109.2,30,0.989
50.7,-56,0.246
73.2,62,0.006
83.6,37,0.014
108.7,3,0.574
47.7,-74,0.163
76.8,51,0.051
86.1,-23,0.091
81,36,0.026
48.7,-16,0.117
105.2,28,0.934
72.1,-38,0.109
94.4,39,0.043
88.7,31,0.08
83.9,-9,0.103
87.8,9,0.529
72.1,-16,0.043
97.9,29,0.409
95.7,46,0.001
94.3,13,0.957
85.4,16,0.986
69.9,-20,0.046
93.7,21,0.254
84.7,-11,0.117
94.3,1,0.374
104.1,27,0.874
85.9,16,0.977
73.8,15,0.546
86.1,-7,0.12
85.2,-1,0.217
56.9,3,0.106
75.1,-14,0.037
102.3,5,0.563
68.9,-2,0.109
85.5,29,0.054
95.7,-18,0.149
73.7,18,0.929
83.9,8,0.417
74.7,28,0.491
81.1,20,0.883
82.3,-19,0.063
105.3,12,0.92
51.2,-20,0.106
96.6,-17,0.151
100.3,22,0.42
48.1,34,0.143
86.8,20,0.526
95.4,3,0.434
102.7,15,0.663
105.8,14,0.729
92.9,43,0.003
93.7,21,0.254
104,24,0.829
58.7,-23,0.071
89,15,0.986
91.9,-5,0.217
100.8,28,0.646
112.1,29,0.997
95.8,-6,0.246
101.3,25,0.614
57.2,65,0.001
54,-79,0.131
92.6,26,0.177
104.6,26,0.926
89.3,-39,0.071
91.3,1,0.311
66.1,14,0.306
81.9,43,0.009
68,-12,0.071
80.8,9,0.429
84.4,27,0.117
83.8,56,0.02
65,68,0.001
113.4,6,0.709
96,32,0.231
95.2,19,0.383
84.7,72,0.001
91.4,35,0.043
95.6,26,0.271
77.1,40,0.077
76.2,37,0.106
95.5,17,0.491
95.9,31,0.211
104.5,-12,0.283
93.6,41,0.023
104.1,0,0.429
75.9,54,0.091
88.2,24,0.151
104.2,15,0.714
100.2,23,0.474
109,-2,0.463
104.4,29,0.877
68.3,52,0.111
99.9,-4,0.334
76.6,-23,0.049
99,32,0.377
63.3,-36,0.063
107.4,-8,0.314
66.4,63,0.009
101.7,-25,0.137
90,18,0.66
90,13,0.889
57.6,30,0.374
64.3,47,0.206
81.2,9,0.429
80.4,63,0.009
82.3,54,0.02
83.4,-26,0.071
78,12,0.443
102.6,1,0.451
91.5,-43,0.091
98.3,0,0.369
89.6,49,0.009
85.7,24,0.126
85,-13,0.071
74.5,54,0.111
95.1,35,0.094
96,7,0.566
76.6,61,0.026
79.3,38,0.034
65.2,-38,0.089
100.4,10,0.774
95.6,46,0.001
83.3,72,0.003
94.7,-10,0.174
94.9,25,0.2
99.9,41,0.12
87.8,-21,0.114
88.2,38,0.017
99.2,0,0.4
94.2,-7,0.186
105.7,11,0.92
84.5,16,0.969
89.6,10,0.6
87.1,38,0.006
81,-16,0.083
103.9,15,0.714
100.9,-3,0.349
84,-6,0.154
99.3,-2,0.354
100.6,-20,0.154
64.7,34,0.794
77.2,-26,0.037
107.9,-3,0.431
84.3,-2,0.177
96,26,0.271
99.9,13,0.906
99.7,15,0.694
98,39,0.134
89.7,73,0.003
89.2,23,0.22
98.6,7,0.586
78.3,26,0.46
90.7,-11,0.151
80.3,15,0.837
74.3,66,0.001
110.4,12,0.883
101,28,0.646
78.3,36,0.066
82.9,32,0.031
74.7,58,0.046
110.2,-10,0.351
97.5,17,0.474
98.8,12,0.931
101.6,18,0.434
81.8,43,0.009
100.5,31,0.514
93.5,33,0.166
67.1,10,0.217
65.4,48,0.206
63,66,0.001
96.4,23,0.211
95.9,7,0.566
100.3,35,0.366
103.7,30,0.883
98,1,0.423
85.4,9,0.457
82.6,-14,0.126
82.8,-3,0.154
41,-84,0.129
100.6,20,0.477
70.1,41,0.474
59.2,-42,0.137
100.2,12,0.934
105.5,16,0.583
97.5,27,0.34
97.7,-4,0.266
73.3,34,0.326
94.9,-4,0.314
90.9,-19,0.091
73,12,0.311
74.1,-19,0.043
110.3,0,0.563
81.6,72,0.003
89.9,57,0.009
97.9,1,0.423
80.3,40,0.026
96.3,36,0.143
91.7,-19,0.109
95.3,-3,0.306
97.9,48,0.006
86.9,-6,0.169
59.8,22,0.369
91.5,27,0.129
79.3,11,0.426
98.6,-5,0.274
84.8,66,0.001
111.7,13,0.846
86,-17,0.077
82.7,26,0.143
43.1,34,0.143
105.3,35,0.737
68.2,-57,0.297
107.5,1,0.517
70.4,-16,0.043
101.6,-7,0.32
93.1,-34,0.066
101,16,0.563
103.3,-6,0.286
108.4,5,0.626
66.7,-16,0.043
90.4,66,0.006
81.5,18,0.983
101,-5,0.297
97.5,7,0.603
98.5,-3,0.351
83.2,10,0.474
88.5,-20,0.103
76.3,-3,0.114
50.5,36,0.111
87.9,-8,0.154
95.8,63,0.017
90.9,28,0.091
77.7,-13,0.071
83.4,15,0.951
47.1,-44,0.234
96.3,-3,0.311
84.2,74,0.003
81.9,-28,0.051
88.2,-2,0.263
76.5,47,0.074
103.9,43,0.183
96.4,60,0.023
102.5,1,0.474
91,30,0.069
92.4,4,0.431
80.4,3,0.2
65.3,15,0.317
110.1,20,0.926
98.5,34,0.263
84.1,18,0.931
101.8,2,0.523
100.8,37,0.286
94.8,45,0.014
98.7,26,0.491
100,7,0.617
81.3,-20,0.051
95.9,43,0.031
87.5,8,0.451
96.1,40,0.071
103.3,14,0.757
101.9,31,0.683
98.9,23,0.391
76.4,35,0.117
102.9,9,0.763
64,0,0.12
57.9,-16,0.051
87.8,34,0.023
94,8,0.549
89.8,38,0.02
112.1,15,0.74
79.4,67,0.001
94.1,-24,0.086
70.1,82,0.001
108.9,0,0.514
99.8,13,0.906
97.9,-8,0.249
98.3,11,0.866
101.4,17,0.486
45.2,-34,0.214
103,-13,0.234
84.9,25,0.183
87.7,1,0.291
97.9,-19,0.163
98.3,-6,0.28
106.5,26,0.94
77.6,6,0.24
89.6,-13,0.149
103.9,8,0.686
99.5,15,0.766
101.6,0,0.451
99,4,0.497
83,5,0.357
86.4,14,0.917
79.6,30,0.103
63.7,53,0.049
66,54,0.04
75.7,-21,0.04
103,5,0.563
80.1,3,0.2
101.6,30,0.683
98.2,-4,0.266
87.7,-27,0.063
88.8,-7,0.166
82.8,34,0.017
97.2,17,0.474
84.1,39,0.017
94.7,60,0.023
85.6,8,0.437
91.4,-7,0.186
92.5,12,0.831
71.6,46,0.223
92.3,48,0.001
96.3,4,0.56
100.2,28,0.597
80.1,-18,0.051
89.6,18,0.66
105.4,24,0.903
105.8,33,0.829
99.5,-13,0.186
94.6,-9,0.2
91.4,35,0.043
98.2,2,0.463
72.6,-10,0.049
81.1,77,0.014
66,-39,0.109
100.7,5,0.589
99.3,23,0.391
79.6,48,0.049
109.7,-14,0.26
90.2,-4,0.214
66.2,15,0.34
87.4,30,0.057
95.8,-5,0.231
107.2,4,0.583
93.3,4,0.454
50.3,-24,0.146
104.1,-12,0.297
72.8,11,0.3
88.2,14,0.966
93.5,50,0.009
91.9,-33,0.083
70.6,42,0.4
92.7,68,0.009
86.8,45,0.001
104.1,-1,0.397
91.8,48,0.001
57.7,-6,0.074
100,18,0.389
102.5,14,0.757
80.9,81,0.011
110.5,23,0.991
98.4,28,0.469
83.5,52,0.029
85.7,-6,0.171
103.7,28,0.863
63.6,43,0.343
89.1,-20,0.103
95.2,34,0.089
13.6,55,0.134
91.5,31,0.071
77.7,56,0.043
75.4,21,0.98
89,1,0.317
67.6,43,0.446
87.6,2,0.311
56.2,-50,0.217
92.4,10,0.657
91.9,-17,0.129
100.4,21,0.394
109.6,4,0.654
103,-24,0.163
67.7,-64,0.271
84.8,-21,0.089
106.6,13,0.869
97.7,29,0.409
105.2,9,0.743
97.8,23,0.317
79.8,70,0.009
98.3,22,0.363
105.6,-4,0.374
100.7,14,0.783
107.4,14,0.763
70.5,26,0.991
65.8,65,0.001
107.7,6,0.683
84,2,0.254
73,-4,0.1
98.7,-10,0.274
100.2,-22,0.134
106.3,33,0.829
73.4,-15,0.054
94.9,35,0.094
91.7,-9,0.197
103.3,12,0.937
99.1,12,0.931
79.2,9,0.383
96.2,-15,0.16
93.2,32,0.123
89.1,22,0.24
103.9,-14,0.251
60.8,-31,0.051
102.1,-1,0.466
103.7,35,0.66
76.8,-33,0.057
83.1,-12,0.097
86.6,45,0.001
88.9,17,0.874
94.3,21,0.254
97.6,14,0.903
96.8,-22,0.089
96.2,11,0.791
67.7,-12,0.071
97.4,45,0.017
69.8,1,0.1
99.9,28,0.597
113.7,20,0.96
93.2,36,0.077
88.6,17,0.874
98.8,48,0.009
97.8,-3,0.351
101.2,6,0.606
98.4,-17,0.131
102.9,11,0.943
92.5,-34,0.054
81.8,33,0.04
107.7,9,0.737
98.7,0,0.4
92.5,13,0.943
84.3,-14,0.074
95.8,30,0.209
77.6,9,0.329
95.4,24,0.214
82.1,25,0.297
93.3,34,0.074
101.7,23,0.583
102.3,13,0.914
94,2,0.457
93,-1,0.286
79.7,78,0.009
103.8,30,0.883
69.2,-53,0.249
79.9,15,0.837
99.6,5,0.54
107.2,30,0.94
93.2,6,0.517
89.8,44,0.009
61.6,-47,0.14
100.5,14,0.851
100.6,62,0.02
109.3,26,0.983
77.4,-6,0.071
73.4,18,0.9
92.9,-26,0.1
104.8,16,0.6
105.8,4,0.591
99.8,39,0.166
87.5,57,0.006
89.5,-8,0.151
96.5,-29,0.074
89,-35,0.066
93.8,82,0.009
89.4,-21,0.126
101.1,3,0.546
87.4,53,0.014
91,38,0.023
96.8,-6,0.251
84.4,14,0.897
93,32,0.123
84.4,-29,0.043
94.7,-11,0.169
95.8,4,0.56
67.4,-9,0.06
67.1,10,0.217
91.1,48,0.003
64.8,-9,0.08
81.1,-39,0.074
103.6,-12,0.297
54.4,40,0.14
89.2,61,0.02
66.2,-47,0.211
87.8,5,0.406
93.6,42,0.006
61.3,-5,0.071
82.2,61,0.009
93.4,2,0.411
75.2,20,0.983
98.7,35,0.28
97.8,22,0.363
86,5,0.371
104.5,-4,0.369
94.4,-7,0.186
91.2,-8,0.177
81.5,-6,0.12
78.8,10,0.383
98.6,-23,0.114
92.6,50,0.009
72.2,-16,0.043
65.8,73,0.003
105.8,-7,0.311
73.5,32,0.437
83.4,30,0.051
98.6,45,0.037
97.1,28,0.28
71.4,0,0.111
91.3,-32,0.08
91.6,42,0.003
105.8,-15,0.206
66.5,-20,0.063
61.6,43,0.314
104.7,37,0.603
66.2,49,0.166
71.7,-7,0.08
62,24,0.534
103.7,12,0.914
96.6,19,0.346
94.8,4,0.48
108.9,-18,0.169
90.4,-17,0.126
103.3,0,0.431
69.6,52,0.129
105,20,0.654
99.6,-9,0.237
92.9,24,0.146
72.3,17,0.803
93,45,0.009
74.7,9,0.266
57.1,7,0.117
104.4,16,0.574
86.2,8,0.437
103.8,24,0.829
85.2,-1,0.217
51.5,-71,0.197
111.9,2,0.569
107.7,26,0.989
94.7,-5,0.271
,,
84.6,69,0.009
78.4,-10,0.103
98.9,-1,0.434
82.2,86,0.001
89.6,47,0.003
93.9,9,0.62
96.9,-14,0.217
100.8,8,0.66
57.8,37,0.263
88.9,67,0.003
94.5,46,0.006
78,-20,0.071
69.2,56,0.023
104.6,45,0.143
101.9,48,0.023
92.7,-11,0.157
58.1,-51,0.22
86.6,31,0.049
97.1,73,0.003
92.6,53,0.006
85,2,0.294
104.9,-3,0.391
103.2,-15,0.231
98.2,29,0.409
83.9,26,0.151
91.8,-24,0.129
67.8,-9,0.06
59.9,-64,0.263
87.2,69,0.001
98.4,43,0.051
92.4,49,0.006
83.7,26,0.151
103.4,25,0.8
88.8,62,0.014
95.4,29,0.231
99.1,-6,0.294
90.7,14,0.966
98.8,-17,0.166
103,24,0.726
72.7,64,0.001
109.6,18,0.78
62.3,2,0.12
101,12,0.934
60.9,-20,0.037
84.5,37,0.003
66.4,12,0.251
55.6,-33,0.094
94.3,42,0.006
83.4,-4,0.16
99,35,0.28
98.9,0,0.4
107.7,8,0.683
85.8,32,0.04
76,-32,0.08
96.7,20,0.291
99,50,0.009
102.9,26,0.811
73,9,0.257
101.7,-11,0.237
117.5,1,0.623
70.6,7,0.243
106.4,10,0.84
99.7,-1,0.349
88.4,36,0.02
65.5,20,0.611
90.3,42,0.003
100.3,-1,0.349
92.1,-7,0.217
109.3,-20,0.157
74,37,0.269
75.9,23,0.897
80.6,31,0.057
65.4,38,0.56
79.9,-36,0.046
79.6,-17,0.063
84.9,5,0.406
93.4,40,0.014
100.9,25,0.614
82.9,46,0.023
78.9,3,0.229
78,33,0.08
75.2,32,0.266
101.9,27,0.789
96.4,44,0.014
82,-29,0.043
38.2,41,0.197
68.8,4,0.183
101.6,31,0.683
103.3,-7,0.297
85.4,57,0.029
83,7,0.4
99.3,-8,0.26
91.6,17,0.657
102.4,20,0.494
94.1,18,0.503
109.8,22,0.974
81.2,24,0.457
72.8,-18,0.051
93.6,-2,0.306
99.8,-1,0.349
112.1,19,0.903
86.4,-41,0.057
108.4,-4,0.443
66.4,-21,0.057
94.8,64,0.011
70,-31,0.069
85.7,12,0.66
98.1,60,0.026
78.3,54,0.069
46.4,76,0.003
96.4,40,0.071
71.4,-25,0.051
104.9,26,0.926
85.3,77,0.017
91.9,-28,0.086
96.9,43,0.046
83.7,-36,0.069
102.5,-15,0.186
68.7,3,0.143
74.9,33,0.2
88.6,35,0.026
81.3,20,0.883
99.2,12,0.931
85.9,3,0.334
99.7,6,0.597
61.6,44,0.294
96.7,29,0.334
90.6,17,0.777
109,22,0.96
94.3,39,0.043
99.7,-18,0.149
64.7,-39,0.106
105.3,17,0.554
102.9,29,0.803
95.6,-4,0.32
110.1,15,0.683
96.3,22,0.231
72,24,0.98
77.5,66,0.006
91.5,-12,0.134
87.1,15,0.977
87.2,12,0.72
52.6,-46,0.18
66.9,14,0.351
79.7,17,0.971
60.6,74,0.001
92,14,0.954
90.2,25,0.126
94.2,-1,0.32
80.2,-49,0.14
90.7,-6,0.191
77,35,0.1
93.5,10,0.64
82.7,-9,0.091
104.8,17,0.554
97.4,5,0.563
97.3,27,0.34
92.4,18,0.614
101.1,38,0.24
93.7,25,0.146
100.5,-13,0.197
92.2,52,0.006
89.5,39,0.009
109,24,0.983
75.1,25,0.794
88.1,39,0.003
91.4,-9,0.174
104.3,13,0.911
99.9,21,0.394
60.6,25,0.517
78.9,-29,0.049
102.9,14,0.757
80.4,21,0.863
100.4,16,0.526
84.4,1,0.211
76.1,18,0.943
74.7,-64,0.314
109.3,7,0.717
53.1,66,0.001
77.4,2,0.166
69.4,4,0.183
87,25,0.114
99.2,24,0.491
86.1,30,0.043
102,43,0.143
88.5,17,0.874
96.8,43,0.046
68.3,69,0.001
104.4,16,0.574
73.1,80,0.001
98.8,25,0.451
56.8,89,0.003
87.6,12,0.734
102.2,17,0.483
94.1,15,0.894
96.5,38,0.069
88.1,53,0.017
92.7,8,0.574
97.9,8,0.68
84.3,11,0.494
104.4,31,0.846
100.5,25,0.614
68.9,8,0.231
98.2,47,0.009
95,-4,0.314
80.3,50,0.04
100.5,11,0.909
110.6,2,0.551
89.6,4,0.389
85.1,10,0.483
98.3,32,0.314
69,28,0.971
71.7,55,0.074
72.2,-40,0.106
91.9,17,0.657
73.5,-7,0.08
72,-4,0.077
91.3,5,0.471
68.4,86,0.001
39.9,-32,0.3
91.1,-17,0.137
101.6,41,0.18
105.5,1,0.494
101.1,-19,0.163
80.9,-21,0.043
105,-1,0.434
105.1,5,0.597
89.1,48,0.009
89.3,11,0.629
83.7,-32,0.051
,,
71.7,58,0.017
101.7,8,0.711
52.2,-5,0.109
103.7,11,0.894
98.8,36,0.246
104.7,-10,0.354
85.7,-32,0.054
58,-77,0.143
98.4,37,0.197
100.8,-13,0.197
77.6,12,0.443
98.6,22,0.371
99.1,3,0.489
100.3,33,0.449
98.9,24,0.491
95.5,21,0.303
74.6,-37,0.08
85.6,19,0.763
77.7,35,0.054
83.2,69,0.001
88.6,23,0.22
105.1,10,0.829
101.5,13,0.906
89.8,2,0.289
67.7,-21,0.043
100.6,44,0.077
107.3,22,0.906
69,49,0.197
90.6,39,0.02
93.7,30,0.171
54.2,54,0.014
74.9,-47,0.146
77.1,5,0.237
57.2,72,0.001
101.8,3,0.569
92.4,-18,0.103
94.7,49,0.003
93.3,0,0.36
88,-37,0.049
86.6,26,0.111
86.1,32,0.04
86.3,7,0.497
81.3,-6,0.12
90.6,-1,0.306
96.8,6,0.626
93.9,11,0.794
77.2,-33,0.057
68.4,34,0.863
94.8,3,0.434
97.1,26,0.3
107.1,-3,0.431
98,2,0.463
99.5,18,0.363
106.1,24,0.934
108.8,-8,0.366
97.9,12,0.94
87.5,26,0.091
98.5,16,0.651
97.2,-10,0.246
58.5,-7,0.074
76.4,19,0.977
82.8,-9,0.091
111.4,12,0.9
92.8,21,0.229
97.3,13,0.954
46.1,38,0.111
102.7,24,0.726
96.6,-13,0.2
104,32,0.757
70.3,-32,0.054
104.1,3,0.514
96,10,0.683
90.2,37,0.034
98.6,-20,0.16
92.5,5,0.52
110.8,24,0.997
102.7,-5,0.283
94,33,0.166
64,11,0.217
70.2,1,0.1
95.9,-19,0.14
72.8,6,0.223
93.4,-12,0.16
97.6,15,0.797
106.4,16,0.583
73.8,74,0.001
87.3,52,0.014
94.4,29,0.134
97.8,11,0.866
87.6,46,0.003
100.7,-8,0.243
89.1,8,0.577
84.7,-15,0.069
89.6,61,0.006
106,8,0.663
100.5,8,0.66
75.9,-17,0.066
90.6,14,0.966
97.2,30,0.297
97.3,2,0.457
103.2,-2,0.403
104.2,5,0.577
95.1,-5,0.271
65.9,80,0.006
79.3,-12,0.083
94.6,17,0.491
88.9,-13,0.109
37.6,-55,0.237
59,-16,0.051
92.1,47,0.001
64.2,-24,0.057
71.6,53,0.143
62.6,34,0.643
69.1,44,0.377
75.2,23,0.917
86,8,0.437
103.8,-1,0.397
89,-40,0.069
52.8,57,0.003
101.5,22,0.469
89.2,-11,0.126
100.9,29,0.643
80.9,56,0.043
98.5,31,0.334
92,46,0.001
96.2,-26,0.097
90.9,49,0.003
82.6,70,0.003
109.4,10,0.897
82.7,-4,0.16
83.7,-26,0.074
103.2,-7,0.297
97,19,0.346
103.4,33,0.623
84.7,69,0.009
81.5,4,0.283
82.1,8,0.383
93.1,59,0.014
103.5,7,0.657
66.7,23,0.871
89.5,12,0.829
53.3,33,0.203
89.3,14,0.977
77,-4,0.12
92.5,-27,0.109
93.2,-1,0.286
71.5,6,0.237
79.2,0,0.174
101.5,16,0.611
82.5,21,0.68
99.8,-1,0.349
97.4,-9,0.229
106.9,11,0.909
86.2,43,0.011
88.2,23,0.209
104.5,-4,0.38
94.3,49,0.011
85.3,-17,0.086
97.1,42,0.054
107.2,-7,0.357
72.9,5,0.209
98,11,0.866
115.3,12,0.834
79.6,25,0.411
101.2,29,0.643
71.7,31,0.637
69,3,0.143
108.7,13,0.826
88.7,-10,0.137
68.4,-18,0.063
80.8,-24,0.054
95,35,0.094
90,45,0.009
103.6,18,0.489
99.9,-8,0.249
85,-6,0.154
107.3,36,0.791
94.7,29,0.231
74.5,16,0.766
74.3,16,0.694
85.7,27,0.103
102.4,-7,0.32
87.8,0,0.263
100.7,16,0.563
103,-11,0.274
72.3,6,0.237
94.2,33,0.166
95.9,25,0.26
100.5,0,0.443
90.6,34,0.031
91.1,29,0.066
98.6,28,0.534
73.6,16,0.694
82.5,66,0.001
108.9,9,0.8
67.1,-1,0.131
76.9,21,0.974
104.1,3,0.514
106.4,49,0.074
94.5,4,0.469
82.9,-35,0.057
102.1,41,0.18
75.1,66,0.003
87.8,7,0.489
97.5,-12,0.18
73.8,-10,0.054
103.9,17,0.517
98.4,19,0.346
100.2,-3,0.34
85.9,-7,0.12
99.1,1,0.429
109.1,-24,0.111
95.3,-13,0.166
81,20,0.883
94.1,12,0.926
92,-16,0.146
87.5,56,0.009
84.7,33,0.02
96,-12,0.186
99.4,53,0.011
103.4,9,0.763
79.8,85,0.001
82.2,57,0.031
101.4,9,0.674
82.8,-6,0.146
97.2,3,0.474
96.8,11,0.854
79,13,0.574
97.1,-11,0.231
82,-6,0.14
83.2,-29,0.031
101.6,7,0.669
94.3,-2,0.306
97.9,48,0.006
101.4,7,0.597
108.1,-10,0.337
97,58,0.026
97.1,28,0.28
85.6,38,0.003
88.9,-25,0.074
87.8,31,0.026
90.4,43,0.003
87.5,-25,0.097
102.1,-3,0.391
98.6,7,0.586
65.7,59,0.009
,,
88.3,-4,0.183
103.7,-23,0.189
67.2,-4,0.089
93.2,6,0.517
105.9,12,0.903
99.6,12,0.934
79.8,15,0.837
87.8,3,0.354
102,42,0.149
102.1,-8,0.323
83.1,-31,0.037
99.3,-14,0.186
71.8,-1,0.094
72.4,26,0.923
71.2,23,0.974
90.1,31,0.063
93.7,18,0.503
97.6,17,0.443
103.3,35,0.517
106.7,22,0.906
85.5,-21,0.091
85.4,51,0.017
78.8,-54,0.249
85.8,59,0.014
64.2,75,0.009
64.7,36,0.683
59.8,-40,0.12
63.6,19,0.471
96.8,-13,0.2
98,28,0.469
110.1,29,0.994
71.3,11,0.3
82,68,0.001
92.1,26,0.163
94.6,52,0.014
100.1,13,0.906
97.2,17,0.474
105.4,-23,0.18
86.4,16,0.977
75.5,33,0.177
102.7,37,0.463
,-75,
76.5,45,0.077
73.6,73,0.001
95.5,23,0.163
100.6,26,0.617
67.8,14,0.397
99.5,10,0.774
100.3,5,0.54
85.1,31,0.029
98.1,36,0.174
86,-26,0.077
89.5,32,0.043
92.5,14,0.96
100.5,16,0.563
94.5,17,0.554
105.7,-10,0.331
110.3,0,0.563
58.8,6,0.134
72.7,22,0.983
98.8,7,0.586
66.9,-63,0.26
73.9,36,0.277
71.2,-8,0.066
88.9,33,0.026
75.9,15,0.651
97.2,10,0.7
67.9,-15,0.051
108.9,-17,0.2
84.5,28,0.083
89.8,46,0.006
89.8,14,0.969
103.5,6,0.634
96.1,24,0.291
86,57,0.029
111.2,18,0.791
93.6,10,0.649
67.8,-61,0.266
65.3,53,0.054
68.5,0,0.111
106.2,40,0.486
89.4,56,0.009
100.8,-27,0.129
101.8,13,0.914
89.5,40,0.009
103.1,-21,0.177
84.6,10,0.483
89.5,13,0.889
105.9,5,0.609
88.9,-14,0.114
105.1,-8,0.309
100.5,11,0.909
68.5,-6,0.086
75.4,-60,0.32
77.5,9,0.306
94.5,15,0.863
89.2,47,0.003
97.7,-25,0.103
82.4,-19,0.063
92.7,11,0.711
54.4,42,0.114
71,41,0.409
89.3,-25,0.074
29.3,59,0.097
81.1,29,0.117
97.3,-19,0.16
72.3,49,0.157
92.4,53,0.003
74.4,71,0.001
96.1,-26,0.097
112.3,3,0.583
95.6,1,0.434
91.9,7,0.531
89.4,55,0.014
87.3,36,0.023
80.3,5,0.249
87.6,-10,0.129
90.9,32,0.077
85.5,-26,0.051
71.7,15,0.474
84.8,15,0.98
86.2,68,0.006
65.7,65,0.001
104,25,0.857
98,-5,0.263
107.2,20,0.769
73.6,0,0.123
98.4,-10,0.237
77.4,-17,0.063
94.2,7,0.509
97,29,0.334
90.8,-20,0.123
102.8,15,0.663
103.5,12,0.914
50.2,-25,0.149
108.5,22,0.96
92,64,0.003
75.5,32,0.211
101.2,-8,0.243
91.5,9,0.586
93,27,0.117
85.4,33,0.02
96.8,29,0.334
76.4,-9,0.046
103.1,22,0.631
76,39,0.097
89,-34,0.066
100.9,5,0.589
104.8,17,0.554
102.3,-4,0.377
103.6,2,0.486
97.6,30,0.42
77.8,21,0.951
106.8,25,0.957
93.2,-8,0.191
79.5,-6,0.106
61.1,29,0.58
101.3,28,0.646
90.2,37,0.034
103.8,8,0.686
82.8,9,0.443
82.7,52,0.014
96.9,-27,0.126
53.4,1,0.094
53.6,-58,0.237
104.1,21,0.697
71.6,-6,0.089
101.5,21,0.391
69.6,-39,0.12
73.2,5,0.209
80,50,0.04
84.8,45,0.011
101.8,-19,0.18
90,-32,0.054
105.3,4,0.569
74.5,-39,0.091
99.3,26,0.491
109.1,16,0.617
100.5,22,0.469
60.5,-27,0.063
98.8,24,0.491
95.9,51,0.009
82.8,53,0.026
101.7,-1,0.466
55.3,-59,0.257
87.5,2,0.311
90.2,15,0.969
66.9,55,0.029
89.8,5,0.437
105.4,-1,0.434
87,32,0.043
90.2,-38,0.06
84.4,26,0.151
92.2,55,0.009
88.7,67,0.003
86.1,29,0.074
99.2,35,0.28
99.6,26,0.514
82.2,2,0.246
86.8,-34,0.051
88.1,16,0.971
104,-9,0.314
91.9,60,0.009
102.7,35,0.517
65.9,-15,0.051
64.9,17,0.386
88.9,16,0.96
98.4,-3,0.351
88.3,38,0.017
97.1,0,0.406
95.3,-7,0.22
90.8,46,0.003
84.4,66,0.001
79.7,15,0.837
69.5,31,0.809
106.6,17,0.609
95.8,22,0.231
72.2,65,0.001
66.9,33,0.891
86.9,-52,0.157
64.7,-41,0.157
92.2,17,0.657
95.4,39,0.071
94.5,47,0.003
94.2,-29,0.097
103.7,37,0.506
100.9,20,0.477
79.9,12,0.48
86.6,-39,0.054
96.9,38,0.117
114.1,20,0.96
78.8,-32,0.04
95.1,33,0.117
103.5,36,0.589
96,30,0.209
83.4,1,0.206
92.5,17,0.631
99.5,1,0.44
97.5,-19,0.163
91.8,66,0.014
89.5,51,0.009
75.2,-23,0.049
102.8,22,0.631
89.5,-22,0.097
90.5,2,0.289
84.1,47,0.017
91.5,3,0.426
89,46,0.003
87.7,6,0.449
86.8,9,0.517
71.3,14,0.38
100.7,19,0.357
111.5,21,0.98
97.1,-6,0.251
84.7,31,0.029
99.9,24,0.523
81.8,8,0.383
90.8,10,0.643
99.9,13,0.906
97.5,10,0.763
87.1,41,0.003
85.6,61,0.02
48.4,45,0.054
68.2,29,0.974
92.2,3,0.426
96.7,27,0.34
112.6,11,0.926
94.7,5,0.451
98,32,0.314
101.5,29,0.669
68.7,-28,0.046
100.2,-24,0.089
86.3,-12,0.123
78.5,22,0.874
102.6,35,0.517
86.4,-13,0.1
73.5,-5,0.083
58.3,6,0.117
102.6,11,0.943
75.7,57,0.057
82.3,9,0.454
86.2,25,0.16
105.9,23,0.88
98.6,15,0.766
89.3,32,0.043
96,-2,0.314
82.6,41,0.009
86.7,-9,0.154
104,14,0.734
64.9,-63,0.246
105.5,-5,0.343
96.9,-30,0.063
68.8,-52,0.24
89.6,1,0.269
100.8,9,0.674
102.1,-20,0.166
45.1,-19,0.183
86,14,0.917
107.4,23,0.934
69.9,69,0.003
96,11,0.791
104.9,16,0.6
102.1,16,0.611
77.3,-43,0.094
101.3,39,0.166
84.2,-9,0.103
91.8,66,0.014
73,53,0.117
84.8,36,0.009
95.3,34,0.089
96,13,0.934
94.6,8,0.594
106.1,14,0.729
102.7,14,0.757
95.8,29,0.266
73.2,80,0.001
103.2,-13,0.234
100.4,13,0.906
86,-10,0.134
91.7,0,0.303
104,19,0.5
73,-13,0.066
104.3,14,0.734
103.3,25,0.8
100.5,-24,0.123
73,17,0.837
78.4,45,0.051
82.1,27,0.137
103.1,30,0.76
82.2,33,0.04
76.2,-4,0.111
60.3,5,0.14
95.7,29,0.266
87.6,48,0.009
95.1,19,0.383
83.3,69,0.001
91.8,-4,0.217
70.7,40,0.431
72.7,13,0.351
93.4,37,0.037
88.9,-30,0.077
97.9,27,0.471
94.4,38,0.086
97.8,3,0.477
